WKT,nama,deskripsi
"POLYGON ((106.8235195 -6.1715557, 106.823305 -6.1720677, 106.8232621 -6.1728357, 106.8232621 -6.1735183, 106.8232621 -6.174201, 106.8232621 -6.174969, 106.8232621 -6.175481, 106.8232621 -6.1763343, 106.8232621 -6.177145, 106.8232191 -6.1782116, 106.8232191 -6.1790649, 106.8232191 -6.1798329, 106.8238629 -6.1803449, 106.8245495 -6.1803449, 106.8252791 -6.1803876, 106.8261803 -6.1803449, 106.8270386 -6.1802596, 106.8279827 -6.1802596, 106.8287981 -6.1802596, 106.829871 -6.1801743, 106.8306864 -6.1800889, 106.8309868 -6.1800036, 106.830901 -6.1794063, 106.8303431 -6.1789796, 106.8306006 -6.1783823, 106.8298281 -6.1776143, 106.8299569 -6.176761, 106.8299569 -6.175609, 106.8299569 -6.174841, 106.829871 -6.1737317, 106.8294419 -6.173177, 106.8290127 -6.1728357, 106.8292702 -6.1720677, 106.8289698 -6.1715557, 106.8282832 -6.1715557, 106.8274678 -6.1715557, 106.8265665 -6.1714703, 106.8256653 -6.1714703, 106.8247212 -6.1714703, 106.8239487 -6.171385, 106.8235195 -6.1715557))",Taman Monas,
