WKT,nama,deskripsi
"POLYGON ((106.7783273 -6.4051215, 106.7827905 -6.4163803, 106.7862237 -6.4276389, 106.7903436 -6.440603, 106.8013299 -6.4494729, 106.819526 -6.447426, 106.830169 -6.4443557, 106.853515 -6.4419676, 106.8686212 -6.4399206, 106.8868173 -6.432074, 106.8967736 -6.4303682, 106.8967736 -6.4116039, 106.8981469 -6.404098, 106.8957437 -6.3880622, 106.8957437 -6.377144, 106.8947137 -6.3730496, 106.8710244 -6.3730496, 106.8579782 -6.37032, 106.8459619 -6.358719, 106.8356622 -6.349165, 106.820556 -6.3478001, 106.8047631 -6.3484825, 106.7906869 -6.3508711, 106.7889703 -6.3634959, 106.777984 -6.3662255, 106.7659677 -6.3716848, 106.7697442 -6.3880622, 106.7745507 -6.3965919, 106.7783273 -6.4051215))",Kota Administrasi Depok,
