WKT,nama,deskripsi
"POLYGON ((106.7550908 -6.2403257, 106.770197 -6.2717233, 106.77981 -6.293564, 106.7956029 -6.296294, 106.8079625 -6.293564, 106.8237553 -6.293564, 106.8429814 -6.3051665, 106.8587742 -6.3051665, 106.8745671 -6.3099439, 106.8893912 -6.3014814, 106.8985997 -6.3106264, 106.9075261 -6.3106264, 106.9253789 -6.3106264, 106.9397984 -6.3106264, 106.9514714 -6.300389, 106.9603978 -6.2881039, 106.9597111 -6.2628502, 106.9562779 -6.2512468, 106.9528447 -6.2355476, 106.9549046 -6.2184828, 106.9487248 -6.2102914, 106.9439183 -6.1952737, 106.942545 -6.1754769, 106.9404851 -6.1577274, 106.9384251 -6.14066, 106.9288121 -6.1249576, 106.921259 -6.1078891, 106.9047795 -6.1072064, 106.8917332 -6.1078891, 106.8944798 -6.1222267, 106.8924199 -6.1338329, 106.8656407 -6.1215439, 106.8560277 -6.1235921, 106.8395482 -6.1283712, 106.8079625 -6.1311021, 106.7880498 -6.1317848, 106.7763768 -6.1229094, 106.758524 -6.1229094, 106.7399846 -6.1194957, 106.7296849 -6.1201785, 106.7310582 -6.1447562, 106.7296849 -6.1666022, 106.7338048 -6.1952737, 106.7413579 -6.2109741, 106.7544041 -6.2314521, 106.7550908 -6.2403257))",Kota DKI Jakarta,
