WKT,nama,deskripsi
"POLYGON ((106.7999597 -6.2213273, 106.8030496 -6.2224365, 106.8047663 -6.2247403, 106.8084141 -6.2223085, 106.808929 -6.2217539, 106.8082424 -6.2213273, 106.808457 -6.2156958, 106.806912 -6.2158238, 106.8061396 -6.2156958, 106.8061825 -6.2144586, 106.8063112 -6.21288, 106.7984577 -6.2145866, 106.7981573 -6.2152692, 106.7983719 -6.2204314, 106.7999597 -6.2213273))",Glora Bung Karno,
