WKT,nama,deskripsi
"POLYGON ((106.8509219 -6.2327874, 106.8506429 -6.2333633, 106.8506215 -6.2338752, 106.8509648 -6.2345791, 106.8516944 -6.2350271, 106.8522737 -6.235347, 106.8525741 -6.2359656, 106.8526385 -6.2364776, 106.8523381 -6.2371602, 106.8521235 -6.238248, 106.8519519 -6.2389946, 106.8516944 -6.2398905, 106.8520377 -6.240701, 106.8524025 -6.2414049, 106.8526385 -6.2421088, 106.8539903 -6.2420235, 106.8538401 -6.2418315, 106.8534539 -6.2413623, 106.8532179 -6.2409143, 106.8530676 -6.2402958, 106.8529604 -6.2396132, 106.8530247 -6.2391439, 106.8531964 -6.238504, 106.8534324 -6.2379067, 106.8535397 -6.2372668, 106.8536041 -6.2368189, 106.8535612 -6.2364776, 106.8535397 -6.2360936, 106.8534968 -6.2357097, 106.8533251 -6.2346005, 106.8528316 -6.2347498, 106.8527029 -6.2339179, 106.852617 -6.2334913, 106.8521235 -6.2334913, 106.8517373 -6.2334273, 106.851351 -6.2334913, 106.8512652 -6.2329793, 106.8509219 -6.2327874))",Tebet Echo Park,
